,iso_o,iso_d,Distw,Comlang,Contig,GDP_d,GDP_o,POP_o,Pop_d,XPTOT_o,emotenss f
14035,EGY,BIH,1954.930112,0,0,93000112.0,19101067569.0,4158.131836,1910.106757,17581126.0,16600000.0
14036,EGY,BLR,2635.5134550000002,0,0,1807000064.0,26729634991.0,51336.375,2672.963499,14777883.0,15900000.0
14037,EGY,BLZ,11671.98475,1,0,56403604.0,117000000000.0,1682.874023,11650.79033,8553354.0,16200000.0
14038,EGY,BMU,8772.353234,1,0,391394080.0,87854582771.0,1934.4000239999998,8785.458277,9500000.0,16100000.0
14039,EGY,BOL,11630.78466,0,0,9732337664.0,118000000000.0,11651.0,11800.20711,8600000.0,15900000.0
14041,EGY,BRB,9357.481823,1,0,154960704.0,93636533658.0,5256.362793,9363.653366,11000000.0,16200000.0
14044,EGY,BWA,5972.400256,1,0,27099809792.0,61092025854.0,735400.0,6109.202585,9500000.0,15800000.0
14045,EGY,CAF,3097.5996210000003,0,0,2424979200.0,31498401897.0,25624.65039,3149.84019,10000000.0,15900000.0
14046,EGY,CAN,9411.323618999999,1,0,138891280.0,88566663675.0,4032.209961,8856.666367,11000000.0,17200000.0
14047,EGY,CHE,2757.87464,0,0,1834067840.0,27352179974.0,8930.990234,2735.2179969999997,14000000.0,16300000.0
14048,EGY,CHL,12821.24948,0,0,196410800.0,128000000000.0,2420.2338870000003,12804.58986,14000000.0,16200000.0
14049,EGY,CHN,7795.573883,0,0,44473484.0,83577135417.0,3319.076904,8357.713542,15000000.0,15100000.0
14050,EGY,CIV,4600.830151,0,0,646137408.0,46044003835.0,2722.874023,4604.400383,17000000.0,16200000.0
14052,EGY,COD,4140.866234,0,0,102000000000.0,41808937421.0,127468.0,4180.893742,25000000.0,16000000.0
14060,EGY,CYM,10955.96038,1,0,87307008.0,110000000000.0,1283.303955,10959.53304,149642928.0,16200000.0
14061,EGY,CYP,594.5141446,0,0,1122685440.0,6031602075.0,9844.116211,603.1602075000001,134678640.0,15900000.0
14065,EGY,DJI,2407.081164,1,0,2504851200.0,23921758190.0,8802.925781,2392.175819,166457216.0,16300000.0
14066,EGY,DMA,9398.509398999999,1,0,3587233024.0,94093429614.0,31718.26563,9409.342961,167464368.0,16200000.0
14067,EGY,DNK,3259.3340129999997,0,0,235000016.0,32079241797.0,1210.947998,3207.92418,176692928.0,16400000.0
14072,EGY,ERI,1875.2146670000002,1,0,3605921024.0,18145394504.0,10175.14258,1814.53945,291085120.0,16700000.0
14073,EGY,ESP,3277.173762,0,0,1145357696.0,33518639367.0,13140.0,3351.863937,253284160.0,15800000.0
14075,EGY,ETH,2447.797184,0,0,365751200.0,24631996940.0,4400.054199,2463.199694,371125312.0,16100000.0
14076,EGY,FIN,3496.0768780000003,0,0,5186949632.0,33828316515.0,5918.001953,3382.8316520000003,526783584.0,16700000.0
14077,EGY,FJI,16438.28464,1,0,1306786304.0,164000000000.0,103067.3516,16446.936840000002,795385984.0,16200000.0
14078,EGY,FLK,12520.02696,1,0,391700000.0,125000000000.0,1783.125,12521.8757,955416000.0,16200000.0
14079,EGY,FRA,3052.494143,0,0,4283916032.0,32107166709.0,20268.59375,3210.716671,1455270656.0,15400000.0
14081,EGY,FRO,4485.5727719999995,0,0,61107168.0,44859872863.0,341.1369934,4485.987286,3974461952.0,16200000.0
14082,EGY,GAB,4036.008827,0,0,321523200.0,40232642267.0,5918.060059,4023.264227,5993890304.0,16200000.0
14083,EGY,GBR,3636.504791,1,0,2123949056.0,35118568151.0,11941.32715,3511.8568149999996,7167935488.0,16700000.0
14087,EGY,GEO,1751.1053379999998,0,0,717000000.0,17766458763.0,1787.0799559999998,1776.6458760000003,9891474432.0,15900000.0
14088,EGY,GHA,4246.236492,1,0,371768864.0,30577009887.0,4731.39502,3057.700989,9206444032.0,22500000.0
14090,EGY,GIN,5072.519782,0,0,481428768.0,51776254718.0,25641.17578,5177.625472,10837950464.0,15800000.0
14091,EGY,GLP,9368.663067,0,0,44142876.0,94029132479.0,236.04299930000002,9402.913248,12536565760.0,16100000.0
14092,EGY,GMB,5202.756834000001,1,0,27450000.0,52284086938.0,401.29501339999996,5228.408694,6360473088.0,16100000.0
14095,EGY,GRC,1159.831287,0,0,1421433984.0,11205299105.0,2629.0,1120.5299109999999,7054938112.0,16700000.0
14096,EGY,GRD,9607.575318000001,1,0,231180672.0,96232493266.0,1642.188965,9623.249327,8195347456.0,16100000.0
14099,EGY,GUF,9155.601991,0,0,350000000.0,91154854238.0,12038.88574,9115.485423999999,8505716736.0,16200000.0
14100,EGY,GUY,9575.13706,1,0,5695002624.0,95733491767.0,19215.44922,9573.349177,8086128640.0,16200000.0
14102,EGY,HND,11767.40169,0,0,37724327936.0,118000000000.0,99790.0,11803.28077,11351569408.0,16100000.0
14106,EGY,IDN,9069.712676000001,0,0,2094191360.0,89814334782.0,2675.899902,8981.433478,17890410496.0,16300000.0
14108,EGY,IRL,3996.757774,1,0,1027284544.0,39748136760.0,14617.07715,3974.8136759999998,12391731200.0,16300000.0
14110,EGY,IRQ,1369.557834,1,0,15859148.0,12946561674.0,109.34400179999999,1294.656167,19577569280.0,17100000.0
14114,EGY,JAM,10659.375829999999,1,0,5872515.0,18976747154.0,48.69900131,1897.6747149999999,49600303104.0,90900000.0
14115,EGY,JOR,522.9955451999999,1,0,4186161664.0,4943738415.0,4797.380859000001,494.3738415,36018618368.0,17100000.0
14116,EGY,JPN,9421.167554000001,0,0,58796456.0,95633277487.0,315.2000122,9563.327749,54165905408.0,15900000.0
14117,EGY,KAZ,4012.76,0,0,1039682944.0,42690539679.0,5015.671875,4269.053968,71063740416.0,15200000.0
14119,EGY,KGZ,4058.480136,0,0,134100000.0,40802521089.0,2365.801025,4080.2521090000005,66134765568.0,16100000.0
14120,EGY,KHM,7779.275534,0,0,457767872.0,78061899752.0,4568.319824,7806.189975,60939919360.0,16100000.0
14122,EGY,KNA,9218.521383,1,0,150607376.0,94235302574.0,2229.373047,9423.530256999999,692898.6875,15800000.0
14123,EGY,KOR,8587.407005,1,0,2299889408.0,84840677266.0,57675.52734,8484.067727,607329.25,16400000.0
14124,EGY,KWT,1642.015926,1,0,20249604.0,16163628557.0,951.7360229000001,1616.362856,728981.75,16400000.0
14125,EGY,LAO,7386.8381420000005,0,0,1947416320.0,72622049379.0,19721.46484,7262.204938,790588.625,16500000.0
14126,EGY,LBN,607.3172655000001,1,0,496678816.0,5862999255.0,4858.879883,586.2999255,721024.9375,16800000.0
14128,EGY,LBY,1478.778759,1,1,81680704.0,17396603225.0,662.3319702,1739.660323,685456.625,13700000.0
14129,EGY,LCA,9438.886583,1,0,326530752.0,94423241909.0,6588.993164,9442.324191,94178.89844,16200000.0
14130,EGY,LKA,5690.5871369999995,0,0,224604848.0,56756353095.0,195.57000730000001,5675.635310000001,810438.4375,16200000.0
14131,EGY,LSO,6626.999594,1,0,64407404.0,66119888757.0,1021.8800050000001,6611.988875999999,81327.41406,16200000.0
14132,EGY,LTU,2855.894443,0,0,563413440.0,27807842420.0,39142.0,2780.784242,75225.14063,16600000.0
14133,EGY,LUX,3023.6646760000003,0,0,2275532032.0,30269556959.0,31867.56445,3026.955696,38872.64844,16200000.0
14137,EGY,MDA,1907.745785,0,0,291000000000.0,18959806320.0,196560.0,1895.980632,4238959.5,16300000.0
14139,EGY,MDV,5324.074148,0,0,24682154.0,52835998302.0,275.4700012,5283.59983,6013135.5,16300000.0
14142,EGY,MLI,4356.966181000001,0,0,296590752.0,44704266400.0,3754.2680659999996,4470.42664,1404608.75,15800000.0
14144,EGY,MMR,6664.830888,0,0,1005102528.0,66997418840.0,8651.166992,6699.741884,2690125.25,16100000.0
14145,EGY,MNG,6491.010401,0,0,10420361216.0,65595368030.0,31681.0,6559.536803,2399079.25,16000000.0
14146,EGY,MOZ,5702.660202,0,0,118174752.0,41877086694.0,3153.878906,4187.708669,2485901.0,22000000.0
14147,EGY,MRT,4821.747965,0,0,258478624.0,49355417742.0,919.9019775,4935.541774,1710772.25,15800000.0
14148,EGY,MTQ,9406.651999,0,0,18380588.0,94180218204.0,612.9500122000001,9418.02182,2299158.5,16200000.0
14151,EGY,MYS,8172.477831,0,0,91917896.0,79539947083.0,3144.243896,7953.994708,1174353.0,16600000.0
14152,EGY,NAM,5983.605651,1,0,3888459520.0,60424577821.0,7322.065918000001,6042.457782,1041176.5,16000000.0
14153,EGY,NCL,15480.4817,0,0,330493536.0,155000000000.0,8292.74707,15491.075130000001,895196.125,16200000.0
14155,EGY,NGA,3615.664708,1,0,24200000.0,39179222245.0,642.0050049,3917.922225,695054.5,14900000.0
14156,EGY,NIC,11833.31284,0,0,277082272.0,119000000000.0,4152.665039,11851.9394,620920.8125,16100000.0
14157,EGY,NLD,3246.0643800000003,0,0,415699424.0,32827362543.0,1803.890991,3282.736254,1919978.25,16000000.0
14158,EGY,NOR,3750.4781759999996,0,0,1210740864.0,36607687128.0,2902.449951,3660.7687130000004,2170565.75,16600000.0
14161,EGY,NZL,16536.39632,1,0,143020512.0,165000000000.0,4144.237793,16522.21623,2768781.5,16200000.0
14166,EGY,PER,12330.880290000001,0,0,98326776.0,124000000000.0,553.8289795,12422.041290000001,6401984.0,16100000.0
14168,EGY,PNG,12931.94368,1,0,40260558848.0,130000000000.0,54943.60156,13020.11661,5883150.5,16100000.0
14169,EGY,POL,2607.519239,0,0,29378543616.0,26058577769.0,52900.5,2605.857777,11857148.0,16200000.0
14170,EGY,PRK,8367.209681999999,0,0,1755305088.0,83150816433.0,8310.225586,8315.081643000001,16178579.0,16300000.0
14171,EGY,PRT,3808.112776,0,0,1028372480.0,37965908824.0,8947.399414,3796.590882,18000008.0,16200000.0
14173,EGY,PRY,11223.52215,0,0,519545376.0,113000000000.0,26280.77148,11279.910259999999,22464296.0,16100000.0
14176,EGY,REU,6261.202531,0,0,235533520.0,62263511182.0,1965.598022,6226.351118,25464298.0,16300000.0
14178,EGY,RUS,3376.4541619999995,0,0,2078558592.0,29025524529.0,8874.519531,2902.5524530000002,26950012.0,18800000.0
14179,EGY,RWA,3570.747182,1,0,141291168.0,35608107825.0,152.6069946,3560.810782,22392868.0,16200000.0
14180,EGY,SAU,1455.6537460000002,1,0,11280232448.0,16404776632.0,31987.1543,1640.4776630000001,24392868.0,14400000.0
14181,EGY,SDN,1736.120087,1,1,1278813696.0,16078382155.0,18378.18945,1607.838215,32285728.0,17500000.0
14182,EGY,SEN,5195.562831,0,0,1702878720.0,52456715375.0,30130.98242,5245.671537,38071444.0,16000000.0
14183,EGY,SGP,8286.962211,1,0,163498240.0,82661372546.0,2289.579102,8266.137255,46110736.0,16200000.0
14184,EGY,SHN,6723.9483900000005,1,0,393140384.0,64663114785.0,4832.922852000001,6466.3114780000005,57767884.0,16800000.0
14185,EGY,SLB,14230.17044,0,0,228733120.0,142000000000.0,1320.4139400000001,14235.89189,54487164.0,16200000.0
14186,EGY,SLE,5142.512422,1,0,4045619456.0,52022603792.0,32448.4043,5202.260379,58244628.0,16000000.0
14189,EGY,SPM,7440.500934000001,0,0,2735826944.0,74447886862.0,26318.11523,7444.788686,78787984.0,16200000.0
14190,EGY,STP,4198.820191,0,0,129123848.0,42025328736.0,3235.125,4202.532874,83540032.0,16200000.0
14193,EGY,SVK,2309.985654,0,0,974953216.0,23448154352.0,3722.8000490000004,2344.815435,174673312.0,15900000.0
14194,EGY,SVN,2282.759349,0,0,1343040000.0,22958420231.0,13460.0,2295.842023,217273056.0,16100000.0
14195,EGY,SWE,3412.792084,0,0,18472378368.0,34046864109.0,519162.0625,3404.686411,317352032.0,16200000.0
14197,EGY,SYC,4655.9465979999995,1,0,63697536.0,46364617874.0,311.5499878,4636.461787,386895168.0,16200000.0
14200,EGY,TCD,2609.49247,1,0,485449568.0,25988702863.0,3792.864014,2598.870286,269541856.0,16200000.0
14203,EGY,TJK,3599.860355,0,0,4845782528.0,35483884520.0,20707.25781,3548.388452,342202144.0,16400000.0
14204,EGY,TKM,2756.713273,0,0,312000000000.0,26384543204.0,198712.0,2638.45432,231957904.0,16900000.0
14205,EGY,TLS,10934.91538,0,0,83901592.0,109000000000.0,1855.444946,10896.46911,210154896.0,16200000.0
14206,EGY,TON,17213.556269999997,0,0,392129568.0,172000000000.0,4591.237793,17192.28426,170886736.0,16200000.0
14207,EGY,TTO,9675.695259,1,0,169000000.0,96781658945.0,591.3040161,9678.165894,168502944.0,16200000.0
14213,EGY,UGA,3274.489352,1,0,6022509.0,33089524937.0,49.91099929999999,3308.952494,247012912.0,16000000.0
14215,EGY,URY,11617.31334,0,0,69241976.0,116000000000.0,1052.285034,11645.53777,429948064.0,16100000.0
14216,EGY,USA,10456.5938,1,0,110883880.0,102000000000.0,2733.449951,10218.99105,494736128.0,16500000.0
14218,EGY,UZB,3551.9234890000002,0,0,431650720.0,36208905152.0,2174.850098,3620.890515,529295040.0,15900000.0
14219,EGY,VCT,9506.352727,1,0,7239177728.0,95124319757.0,9580.991211,9512.431976,667446784.0,16200000.0
14220,EGY,VEN,10297.998940000001,0,0,2626541312.0,102000000000.0,59625.29297,10196.16388,771656512.0,16300000.0
14221,EGY,VNM,7876.037572,0,0,275915744.0,74266781110.0,925.9180298,7426.678111,736937856.0,17200000.0
14222,EGY,VUT,15428.01752,1,0,632661824.0,155000000000.0,8057.441895,15469.80681,760950144.0,16100000.0
14224,EGY,WSM,17060.86638,1,0,98412352.0,170000000000.0,3227.2451170000004,17047.24389,1099868160.0,16200000.0
14226,EGY,YEM,2209.056735,1,0,9126271.0,21030386815.0,145.3540039,2103.038681,1311399296.0,17000000.0
14228,EGY,YUG,1815.7399649999998,0,0,2073839104.0,18950774217.0,20311.36914,1895.0774219999998,1807910272.0,15500000.0
14231,EGY,ZWE,5419.447669,1,0,197929104.0,53272288983.0,1173.186035,5327.228897999999,3189317632.0,16500000.0
14232,ERI,ABW,11668.223759999999,1,0,9084280832.0,116000000000.0,12598.20117,11609.03678,3505583104.0,16300000.0
14233,ERI,AFG,3625.7814770000005,0,0,2158647296.0,36969098567.0,2724.100098,3696.909857,3447794688.0,15900000.0
14234,ERI,AGO,3958.309225,0,0,582047808.0,39039153518.0,9299.544922,3903.9153520000004,3496404.75,16400000.0
14236,ERI,ANT,11460.04419,1,0,56163256.0,115000000000.0,52.0,11510.898940000001,2870651.75,16100000.0
14237,ERI,ARE,2000.9121280000002,1,0,1147866368.0,19041245667.0,13221.82617,1904.124567,2865450.0,17000000.0
14238,ERI,ARG,11835.94262,0,0,43259043840.0,116000000000.0,50915.45703,11624.58092,3139875.0,16500000.0
14240,ERI,AUS,12398.30115,1,0,2680945920.0,130000000000.0,53594.44531,12987.80308,3417570.0,15400000.0
14241,ERI,AUT,4281.840901,0,0,856735232.0,41973087218.0,1861.661011,4197.308722,4108005.0,16500000.0
14242,ERI,AZE,2972.64116,0,0,11000160256.0,29815107934.0,11799.0,2981.510793,4937002.0,16100000.0
14243,ERI,BDI,2315.379638,0,0,379612480.0,23320509199.0,39980.0,2332.05092,5455140.0,16100000.0
14244,ERI,BEL,5068.369418,0,0,623389888.0,50105095312.0,25218.375,5010.509531000001,5562590.0,16400000.0
14245,ERI,BEN,4124.117561999999,0,0,5991718400.0,41015467359.0,19534.24219,4101.546736,5688359.5,16300000.0
14246,ERI,BFA,4500.666641,0,0,26186364.0,43756507999.0,282.44500730000004,4375.6508,6885218.0,16600000.0
14247,ERI,BGD,5420.250857999999,0,0,65191852.0,54421628201.0,96.5,5442.1628200000005,7580040.0,16100000.0
14249,ERI,BHR,1708.6620649999998,1,0,253275344.0,17115782749.0,1694.71106,1711.578275,6575200.0,16100000.0
14250,ERI,BHS,11846.159,1,0,448071712.0,118000000000.0,1977.5999760000002,11779.55817,6536752.0,16300000.0
14251,ERI,BIH,3824.398521,0,0,924664768.0,37199543092.0,5566.057129,3719.954309,6423634.0,16600000.0
14253,ERI,BLZ,13257.91626,1,0,127192296.0,132000000000.0,4445.530761999999,13164.69176,9677064.0,16300000.0
14254,ERI,BMU,10395.96445,1,0,224947776.0,103000000000.0,198.7510071,10339.09576,10423128.0,16300000.0
14255,ERI,BOL,12092.761279999999,0,0,572205888.0,123000000000.0,5767.478027,12263.381609999999,10369416.0,15900000.0
14257,ERI,BRB,10576.45733,1,0,27070808.0,105000000000.0,411.4779968,10515.38147,11451098.0,16300000.0
14259,ERI,BWA,4515.6010289999995,1,0,1103088512.0,46658072673.0,14978.90527,4665.807267,13141984.0,15700000.0
14260,ERI,CAF,2551.404995,0,0,6062451.0,25375921349.0,47.38299942,2537.5921350000003,13897781.0,16300000.0
14261,ERI,CAN,11232.315920000001,1,0,1279201152.0,106000000000.0,2645.674072,10605.0385,16500404.0,17100000.0
14262,ERI,CHE,4605.469299,0,0,374704160.0,45266483834.0,4125.106934,4526.648383,18321090.0,16500000.0
14263,ERI,CHL,12797.1696,0,0,673317824.0,127000000000.0,11703.0,12738.76627,19053684.0,16200000.0
14264,ERI,CHN,7953.823231,0,0,216573776.0,84391002268.0,2486.288086,8439.100226999999,19568874.0,15200000.0
14266,ERI,CMR,3227.502018,1,0,11077394432.0,32588549378.0,88853.67969,3258.854938,20739018.0,16000000.0
14267,ERI,COD,3154.176861,0,0,4630746624.0,33966986706.0,4835.354004,3396.698671,21518600.0,15000000.0
14268,ERI,COG,3508.339742,0,0,346328672.0,33965285678.0,6072.27002,3396.528568,22986084.0,16700000.0
14270,ERI,COM,3040.249873,0,0,884110272.0,30432997673.0,585.8309937000001,3043.299767,24346648.0,16200000.0
14272,ERI,CRI,13209.52052,0,0,99757368.0,131000000000.0,5706.198242,13139.217509999999,29051252.0,16300000.0
14273,ERI,CUB,12213.36288,0,0,41786684.0,123000000000.0,50.79999924,12333.79387,28540380.0,16000000.0
14276,ERI,CZE,4439.625962,0,0,3308430592.0,44496897091.0,8684.087891,4449.689709,32548466.0,16100000.0
14278,ERI,DEU,4826.117046,0,0,50343340.0,47065334282.0,112.6800003,4706.533428,38592984.0,16600000.0
14279,ERI,DJI,567.4298524000001,1,1,1495991552.0,6181699549.0,52468.59375,618.1699549,40287288.0,14800000.0
14280,ERI,DMA,10684.30622,1,0,44737822720.0,106000000000.0,76951.33594,10625.78437,42719900.0,16300000.0
14281,ERI,DNK,5125.309671,0,0,353484928.0,50171444117.0,3383.674072,5017.144412,42700848.0,16500000.0
14283,ERI,DZA,4269.279841,1,0,2165680128.0,42509648218.0,105907.4063,4250.964822,44075452.0,16200000.0
14286,ERI,EGY,1875.2146670000002,1,0,57777160.0,18145394504.0,3418.312988,1814.53945,48114928.0,16700000.0
14287,ERI,ESP,4948.460091,0,0,370069120.0,49628117659.0,12406.04004,4962.811766,52022652.0,16100000.0
14289,ERI,ETH,668.637468,0,1,16908530.0,7012132213.0,416.3420105,701.2132213,62045012.0,15400000.0
14290,ERI,FIN,5267.200685,0,0,21234582.0,51131060186.0,631.276001,5113.106019,56374776.0,16700000.0
14292,ERI,FLK,11811.93748,1,0,9944582144.0,118000000000.0,7867.931151999999,11803.67355,73679792.0,16200000.0
14293,ERI,FRA,4872.959540999999,0,0,85962312.0,49897719237.0,1224.0410160000001,4989.771924000001,78522704.0,15800000.0
14294,ERI,FRO,6357.038954,0,0,38800000.0,63003856137.0,660.1170043999999,6300.385614,81917568.0,16300000.0
14295,ERI,GAB,3646.2340259999996,0,0,4192946944.0,36386429612.0,7376.998047,3638.642961,92250176.0,16200000.0
14298,ERI,GHA,4479.477415,1,0,3445227776.0,25329571102.0,3784.539063,2532.9571100000003,93484576.0,28600000.0
14299,ERI,GIB,5005.836809,1,0,352949664.0,49455061384.0,334.99499510000004,4945.506138000001,94166848.0,16400000.0
14300,ERI,GIN,5681.320511999999,0,0,11459516416.0,57351682461.0,32682.94727,5735.168246,92299640.0,16000000.0
14301,ERI,GLP,10674.93394,0,0,526316704.0,106000000000.0,4993.104004,10637.40818,92010584.0,16200000.0
14302,ERI,GMB,5997.671961,1,0,306988864.0,59662909142.0,1393.800049,5966.290914,97156184.0,16300000.0
14303,ERI,GNB,5933.5202340000005,0,0,163219344.0,58886742809.0,5343.02002,5888.6742810000005,110300680.0,16300000.0
14304,ERI,GNQ,3564.072397,0,0,2020233472.0,35423318094.0,32456.56445,3542.3318090000002,122298512.0,16300000.0
14306,ERI,GRD,10824.34899,1,0,21458518.0,108000000000.0,970.9719848999999,10771.58682,130473128.0,16300000.0
14308,ERI,GTM,13618.67421,0,0,1154719104.0,135000000000.0,10111.91992,13539.990819999999,143254512.0,16300000.0
14310,ERI,GUY,10621.595659999999,1,0,23452987392.0,106000000000.0,20412.0,10562.861920000001,161129616.0,16300000.0
14311,ERI,HKG,7849.869448,1,0,5661003264.0,78796121224.0,5991.785156,7879.6121219999995,164367040.0,16100000.0
14312,ERI,HND,13303.4141,0,0,306360832.0,133000000000.0,4237.125977000001,13250.66455,164824512.0,16200000.0
14313,ERI,HRV,4003.118283,0,0,1220602240.0,40078246740.0,13354.19727,4007.8246740000004,171904672.0,16200000.0
14314,ERI,HTI,11668.28039,0,0,44821790720.0,116000000000.0,100725.0,11601.615740000001,182855568.0,16300000.0
14315,ERI,HUN,4046.66005,0,0,578539584.0,40169218189.0,2750.093018,4016.9218189999997,180417008.0,16300000.0
14319,ERI,IRN,2531.444089,0,0,446110688.0,25823412705.0,10154.48926,2582.3412710000002,257546768.0,15900000.0
14322,ERI,ISR,1946.280314,1,0,2041703680.0,19075063809.0,33778.5,1907.506381,148866144.0,16500000.0
14325,ERI,JOR,1915.5851059999998,1,0,348653440.0,18724905534.0,6695.459961,1872.490553,41228252.0,16500000.0
14327,ERI,KAZ,4768.568386,0,0,1182869632.0,47486846104.0,5196.349121,4748.68461,164238656.0,16200000.0
14328,ERI,KEN,1857.6963629999998,1,0,162883456.0,18622891150.0,3436.227051,1862.2891149999998,119724680.0,16100000.0
14329,ERI,KGZ,4500.5629770000005,0,0,9616142336.0,45657063482.0,47429.55469,4565.706348,106157224.0,15900000.0
14331,ERI,KNA,10478.7728,1,0,71859336.0,107000000000.0,350.75500489999996,10694.14139,143665504.0,15800000.0
14332,ERI,KOR,8859.797916,1,0,90589648.0,88061600327.0,671.9860229,8806.160033,150351056.0,16300000.0
14333,ERI,KWT,1819.8125739999998,1,0,338232800.0,18150696584.0,6280.743164,1815.069658,144344224.0,16200000.0
14334,ERI,LAO,6838.953386,0,0,2503421184.0,67559080767.0,8995.410156,6755.908076999999,156721952.0,16400000.0
14335,ERI,LBN,2130.492647,1,0,80019096.0,20919554608.0,100.03099820000001,2091.955461,164177152.0,16500000.0
14337,ERI,LBY,3051.8203780000003,1,0,97700008.0,32463416018.0,4262.013184,3246.341602,142225904.0,15200000.0
14339,ERI,LKA,4525.511097,0,0,505858592.0,45519101467.0,4718.611816,4551.910147,97238072.0,16100000.0
14344,ERI,MAC,7831.33252,0,0,237952368.0,78197059609.0,2189.8798829999996,7819.705961,127848648.0,16200000.0
14345,ERI,MAR,5065.346747,1,0,605919040.0,50739693218.0,10368.59961,5073.969322,116897184.0,16100000.0
14347,ERI,MDG,3914.085418,0,0,126299816.0,39222380369.0,2399.6669920000004,3922.2380369999996,87394008.0,16100000.0
14348,ERI,MDV,3937.2691549999995,0,0,302176672.0,39791339950.0,3862.7829590000006,3979.133995,82582176.0,16000000.0
14349,ERI,MEX,14051.977969999998,0,0,17156188.0,140000000000.0,112.6989975,14016.8923,79923648.0,16200000.0
14350,ERI,MKD,3432.8139619999997,0,0,304881312.0,34057997781.0,11307.13867,3405.799778,82919040.0,16300000.0
14351,ERI,MLI,5017.681924,0,0,159943392.0,50633248395.0,2258.876953,5063.32484,73120984.0,16000000.0
14352,ERI,MLT,3391.302676,1,0,2465576448.0,33312787458.0,32826.60156,3331.278746,173180864.0,16500000.0
14354,ERI,MNG,7026.324729000001,0,0,1975271808.0,71151507026.0,10216.60352,7115.150703,345762688.0,16000000.0
14355,ERI,MOZ,4044.0758299999998,0,0,3792223744.0,24636175197.0,10528.05371,2463.61752,502696640.0,26500000.0
14356,ERI,MRT,5773.753987,0,0,3392526080.0,58320580069.0,4605.744140999999,5832.058007,689286016.0,16000000.0
14357,ERI,MTQ,10672.79159,0,0,2183391232.0,106000000000.0,12282.08105,10616.44808,761138944.0,16300000.0
14360,ERI,MYS,7192.026961,0,0,49644320.0,69954191878.0,236.61999509999998,6995.419188,965874368.0,16600000.0
14362,ERI,NER,3697.890636,0,0,1429582592.0,39664641615.0,8263.546875,3966.4641619999998,1109786240.0,15100000.0
14364,ERI,NIC,13306.62952,0,0,59319896.0,133000000000.0,1718.557983,13253.18829,1278250496.0,16200000.0
14365,ERI,NLD,5113.668345,0,0,26092064768.0,50904724788.0,754550.0,5090.472479,1437567104.0,16200000.0
14366,ERI,NOR,5602.541544,0,0,350240736.0,54611447151.0,8580.631836,5461.144714999999,1521357824.0,16600000.0
14370,ERI,OMN,2107.423182,1,0,1419836800.0,22525642835.0,2745.0,2252.5642829999997,2271979264.0,15100000.0
14372,ERI,PAN,12849.81171,0,0,112000000000.0,127000000000.0,128196.0,12718.85957,2650861056.0,16300000.0
14377,ERI,PRK,8718.953329,0,0,2647611648.0,86710162509.0,8836.650391,8671.016251000001,6723589120.0,16300000.0
14378,ERI,PRT,5435.000932,0,0,18712590.0,53450815721.0,116.060997,5345.081572,9826920448.0,16400000.0
14379,ERI,PRY,11349.836220000001,0,0,2947844096.0,114000000000.0,9187.591797,11372.47495,14127853568.0,16100000.0
14381,ERI,QAT,1706.821148,1,0,148325120.0,17159261002.0,4534.23291,1715.9261,22333802496.0,16100000.0
14382,ERI,REU,4389.990105,0,0,420733728.0,44118241197.0,3477.701904,4411.82412,25151299584.0,16100000.0
14383,ERI,ROM,3632.5774439999996,0,0,122695344.0,34527313401.0,565.8779907,3452.73134,26148104192.0,17000000.0
14384,ERI,RUS,4800.440871,0,0,451600000.0,44958005155.0,1823.706055,4495.800515,30078779392.0,17300000.0
14385,ERI,RWA,2169.225003,1,0,1363091072.0,21550246137.0,15335.17285,2155.024614,31817043968.0,16300000.0
14386,ERI,SAU,1127.937059,1,0,2545465600.0,13148354396.0,33252.27344,1314.83544,34660941824.0,13900000.0
14388,ERI,SEN,6039.268968,0,0,87789736.0,60363070060.0,1083.5860599999999,6036.307006,44282740736.0,16200000.0
14389,ERI,SGP,7241.108493000001,1,0,560000256.0,72834737399.0,10502.25,7283.47374,51894042624.0,16100000.0
14394,ERI,SPM,9215.835951000001,0,0,13600825344.0,91521806855.0,12009.0,9152.180685,69268938752.0,16300000.0
14397,ERI,SVK,4176.262104,0,0,563991040.0,41593280635.0,2210.965088,4159.328063,82969542656.0,16200000.0
14400,ERI,SWZ,4699.813936,0,0,161195952.0,47176973038.0,4258.415039,4717.697304,112000000000.0,16100000.0
14401,ERI,SYC,2822.85987,1,0,4233309440.0,28687273146.0,3816.4860840000006,2868.7273149999996,114000000000.0,15900000.0
14402,ERI,SYR,2243.946707,1,0,14335011840.0,20386871986.0,32294.6543,2038.6871989999997,105000000000.0,17800000.0
14403,ERI,TCD,2550.10583,1,0,14114962432.0,26007254259.0,91213.00781,2600.725426,107000000000.0,15900000.0
14404,ERI,TGO,4256.477726,0,0,3163170304.0,42385095225.0,33797.03906,4238.509523,136000000000.0,16200000.0
14405,ERI,THA,6585.623804,0,0,6083338.5,66054798096.0,46.39899826,6605.47981,152000000000.0,16100000.0
14406,ERI,TJK,3935.728558,0,0,2200618496.0,38929156110.0,8369.602539,3892.915611,160000000000.0,16400000.0
14407,ERI,TKM,3296.138694,0,0,57208380.0,31548966529.0,237.1990051,3154.8966530000002,162000000000.0,16900000.0
14408,ERI,TON,16341.999930000002,0,0,1366078080.0,164000000000.0,2915.550049,16360.298830000002,181000000000.0,16200000.0
