,iso_o,iso_d,Distw,Comlang,Contig,GDP_d,GDP_o,POP_o,Pop_d,XPTOT_o,emotenss f
13,ABW,AGO,9587.315563,0,0,39475852.0,94991276935.0,2561.0,9499.127693,547703872.0,16300000.0
16,ABW,ARE,12773.07971,0,0,11253629.0,127000000000.0,903.8070068,12714.92871,647098368.0,16200000.0
20,ABW,AUS,15670.45895,1,0,1500000.0,152000000000.0,328.0,15223.60116,2282002688.0,16600000.0
30,ABW,BHS,1634.5150019999999,1,0,410018720.0,15916475363.0,32727.0,1591.647536,3192000.0,16600000.0
33,ABW,BLZ,2062.071408,1,0,18923410.0,20253267536.0,2816.0,2025.326754,3921109.0,16500000.0
40,ABW,CAF,9729.200739,0,0,388485408.0,97530125307.0,23275.0,9753.012531,4619425.0,16100000.0
53,ABW,CUB,1485.847517,0,0,9095833.0,17589958117.0,1255.0,1758.9958120000001,2476657.0,13700000.0
67,ABW,ESP,7186.835198999999,0,0,93986280.0,71113517620.0,12784.0,7111.351762,6300000.0,16300000.0
71,ABW,FJI,12718.237790000001,1,0,185581600.0,127000000000.0,12250.905270000001,12684.11434,30000000.0,16200000.0
83,ABW,GNB,5917.131878,0,0,39217220.0,59099480985.0,3432.0,5909.948099,69642888.0,16200000.0
91,ABW,HKG,16132.214109999999,1,0,9418920.0,161000000000.0,1265.0,16118.851330000001,21035724.0,16200000.0
108,ABW,KEN,11902.33997,1,0,386408256.0,119000000000.0,23560.0,11867.54731,205405824.0,16200000.0
116,ABW,LBR,6573.055802000001,1,0,413936128.0,65223959299.0,32917.0,6522.39593,313306624.0,16300000.0
124,ABW,MAR,6777.4308120000005,0,0,97653640.0,67005366098.0,12869.0,6700.53661,115937472.0,16400000.0
140,ABW,NAM,10238.19805,1,0,37515112.0,102000000000.0,3452.0,10248.47415,322472288.0,16200000.0
146,ABW,NOR,8240.808438,0,0,182001296.0,82929001771.0,12580.58984,8292.900177,1178571.5,16100000.0
157,ABW,PRK,13996.79206,0,0,38885004.0,141000000000.0,2585.0,14055.0719,924869.0,16100000.0
160,ABW,PYF,9363.776092,0,0,228182800.0,93449950216.0,27540.0,9344.995022,969409.75,16200000.0
162,ABW,REU,14168.52001,0,0,19550126.0,142000000000.0,2837.0,14161.06771,1060752.125,16200000.0
163,ABW,ROM,9448.061215,0,0,6771824.5,95154558291.0,1093.0,9515.455829,1695607.75,16100000.0
174,ABW,SPM,4035.5385929999998,0,0,11045832.0,40243957116.0,924.0269775,4024.3957119999995,761730.625,16200000.0
175,ABW,STP,8558.069203000001,0,0,1700000.0,85581391793.0,326.0,8558.139179,1705488.375,16200000.0
179,ABW,SWE,8587.527722,0,0,1900000.0,87058102799.0,326.0,8705.81028,2110372.5,16000000.0
187,ABW,TKM,12265.08232,0,0,11148161.0,123000000000.0,944.4899902000001,12252.0112,2190977.0,16200000.0
194,ABW,TZA,11986.515870000001,0,0,232957184.0,123000000000.0,27807.0,12261.003990000001,4331447.0,15800000.0
198,ABW,USA,3859.8854229999997,1,0,6984199.5,27730159769.0,1108.0,2773.015977,6357285.5,22500000.0
204,ABW,VUT,13796.53126,1,0,373004000.0,137000000000.0,23847.0,13749.348280000002,39035732.0,16200000.0
375,AFG,AZE,1821.7186800000002,0,0,2300000.0,18178547632.0,333.0,1817.8547629999998,21533926.0,16200000.0
376,AFG,BDI,5849.066546,0,0,439068832.0,59208036308.0,33439.0,5920.803631000001,23068796.0,16000000.0
382,AFG,BHR,1940.4698190000001,0,0,11456798.0,20025727753.0,986.0560303,2002.572775,45468304.0,15700000.0
392,AFG,BWA,7847.0917420000005,0,0,382154464.0,80076921795.0,24433.0,8007.692179000001,252500112.0,15800000.0
405,AFG,CRI,14260.464730000002,0,0,216501600.0,143000000000.0,13658.580080000002,14323.64285,224234032.0,16100000.0
409,AFG,CYP,3172.29943,0,0,34893520.0,32497615749.0,3512.0,3249.761575,273964832.0,15800000.0
417,AFG,DZA,5776.017808,0,0,43049992.0,58417907933.0,2653.0,5841.790793,1385748736.0,16000000.0
427,AFG,FRA,5500.664767,0,0,7780507.5,55805238255.0,1137.0,5580.523825,739851200.0,15900000.0
447,AFG,HKG,4656.973931,0,0,37564856.0,45657576000.0,3532.0,4565.7576,2376373248.0,16500000.0
448,AFG,HND,13928.30575,0,0,19776060.0,141000000000.0,2912.0,14059.30716,2251995648.0,16000000.0
450,AFG,HTI,12769.69132,0,0,232348176.0,128000000000.0,14077.88965,12847.07517,1861629440.0,16100000.0
456,AFG,IRQ,2173.033468,0,0,11368548.0,22846158010.0,1007.1199949999999,2284.6158010000004,31439300.0,15400000.0
495,AFG,MWI,6533.962898,0,0,43875228.0,65626199321.0,2665.0,6562.619932,41118306304.0,16100000.0
500,AFG,NIC,14136.3158,0,0,137912544.0,142000000000.0,13216.0,14213.143569999998,130000000000.0,16100000.0
501,AFG,NLD,5264.187043999999,0,0,10206891.0,53527164157.0,1276.0,5352.716415999999,123000000000.0,15900000.0
511,AFG,PNG,9495.275732,0,0,7023810.0,95238788359.0,1150.0,9523.878836,5319149.0,16100000.0
512,AFG,POL,4291.677743,0,0,7185191.5,42596316663.0,1549.599976,4259.631665999999,5616809.0,16300000.0
514,AFG,PRT,6694.28915,0,0,265374000.0,67828964729.0,28535.0,6782.896473000001,6116207.5,16000000.0
517,AFG,QAT,1926.807106,1,0,400344160.0,19817965357.0,24684.0,1981.7965359999998,7984276.0,15700000.0
518,AFG,REU,6359.583713,0,0,2400000.0,63299705972.0,338.0,6329.9705969999995,13947056.0,16200000.0
526,AFG,SHN,9896.132604,0,0,449574400.0,96827377110.0,33598.0,9682.737711,12228892.0,16500000.0
533,AFG,SUR,12516.16532,0,0,254944400.0,127000000000.0,28801.0,12658.887659999999,14980443.0,16000000.0
540,AFG,TCA,12445.235270000001,0,0,1754181.75,125000000000.0,2605.0,12508.53033,26315392.0,16100000.0
553,AFG,UKR,3272.2874309999997,0,0,38858272.0,35736756768.0,2683.0,3573.675677,66564628.0,14800000.0
557,AFG,UZB,741.4509787999999,1,1,9736205.0,7533801844.0,1284.0,753.3801844,68652856.0,15900000.0
560,AFG,VNM,4505.889908,0,0,385391712.0,38820709809.0,24937.0,3882.0709810000003,79362328.0,18800000.0
578,AGO,ARM,6413.4641329999995,0,0,11214613.0,63250743457.0,1028.349976,6325.074346,160409424.0,16400000.0
579,AGO,AUS,12954.90535,0,0,442652288.0,135000000000.0,33718.0,13520.568619999998,111157976.0,15500000.0
582,AGO,AZE,6652.019938,0,0,19382056.0,66406609576.0,2941.0,6640.6609579999995,110407312.0,16200000.0
583,AGO,BDI,1905.4197370000002,0,0,29731562.0,18827433126.0,3552.0,1882.743313,154086976.0,16400000.0
585,AGO,BEN,2340.250543,0,0,7333130.5,20706439430.0,1578.233276,2070.643943,109431568.0,18300000.0
596,AGO,BRA,6440.572262,1,0,7471979.5,65525158758.0,1163.0,6552.5158759999995,403600192.0,15900000.0
603,AGO,CHL,8947.971719,0,0,120406048.0,89044042069.0,13304.0,8904.404207,424043040.0,16300000.0
604,AGO,CHN,11829.966779999999,0,0,241906208.0,122000000000.0,14496.234380000002,12248.26065,388124096.0,15600000.0
628,AGO,ESP,5815.768649000001,0,0,8048104.0,57434648484.0,1174.0,5743.464848,4870458368.0,16400000.0
630,AGO,ETH,3510.409562,0,0,407203968.0,34533329745.0,25194.0,3453.332975,6772014592.0,16400000.0
631,AGO,FIN,7962.5435099999995,0,0,115131960.0,77430471037.0,13392.0,7743.047104,7467180544.0,16600000.0
637,AGO,FRO,8196.326079,0,0,3800000.0,80658697672.0,354.0,8065.869767,8233172480.0,16400000.0
661,AGO,HTI,9973.871648999999,0,0,39043416.0,98574012005.0,2707.0,9857.4012,157940496.0,16400000.0
663,AGO,IDN,10408.96156,0,0,2109172.25,103000000000.0,2629.0,10292.95861,186079728.0,16400000.0
666,AGO,IRL,7275.030219,0,0,45775752.0,71559968393.0,3475.0,7155.996839,143184640.0,16400000.0
667,AGO,IRN,6361.974209,0,0,11959272.0,63650945045.0,1049.733032,6365.094504,198601824.0,16200000.0
673,AGO,JOR,5211.900298,0,0,9864708.0,51367594079.0,1295.0,5136.759408,535393376.0,16400000.0
683,AGO,LBN,5380.278827,0,0,246258064.0,53004867061.0,29071.0,5300.486706000001,99030560.0,16400000.0
692,AGO,MAC,11443.55859,1,0,20249180.0,114000000000.0,2971.0,11432.72067,175148048.0,16200000.0
702,AGO,MNG,10968.1604,0,0,456215008.0,110000000000.0,33859.0,11009.13291,228682128.0,16100000.0
704,AGO,MRT,4436.974192000001,0,0,7632641.0,43857934706.0,1635.5,4385.793471,258949232.0,16400000.0
715,AGO,NPL,8698.173236,0,0,61133280.0,87396432767.0,3912.0,8739.643277,249467792.0,16100000.0
718,AGO,OMN,5999.046681,0,0,10571604.0,61058168961.0,1306.0,6105.816896,1071429.0,15900000.0
720,AGO,PAN,10612.114940000001,0,0,5100000.0,105000000000.0,358.0,10460.738140000001,1428572.0,16400000.0
722,AGO,PHL,12189.99785,0,0,131895344.0,121000000000.0,13482.0,12149.78048,1428572.0,16200000.0
723,AGO,PNG,14498.27717,0,0,252138480.0,145000000000.0,29390.0,14521.256830000002,2500001.0,16100000.0
753,AGO,TCA,9909.065171,0,0,433335808.0,97911757340.0,25452.0,9791.175734,48665576.0,16400000.0
755,AGO,TGO,2363.2655809999997,0,0,276308000.0,21327630564.0,15334.04199,2132.763056,21541316.0,17900000.0
758,AGO,TKM,7175.504329,0,0,39791012.0,69954505222.0,2732.0,6995.450522,235219888.0,16600000.0
764,AGO,TWN,12198.560459999999,0,0,478000448.0,123000000000.0,34000.0,12269.31464,147221408.0,16100000.0
782,AGO,ZAF,2579.6722649999997,0,0,2668012.5,24838417939.0,2653.0,2483.841794,1000000.0,16800000.0
817,ALB,ABW,9091.575727,0,0,11560693.0,90805461159.0,1315.0,9080.546116,26300000.0,16200000.0
819,ALB,AGO,5708.8326369999995,0,0,153281232.0,56186830395.0,13571.0,5618.68304,26800000.0,16400000.0
822,ALB,ARG,11662.556120000001,0,0,2276267.75,116000000000.0,2677.0,11607.81733,25500000.0,16300000.0
829,ALB,BDI,5049.443512,0,0,256672720.0,50639730274.0,29702.0,5063.973027,27600000.0,16100000.0
835,ALB,BHR,3273.008087,0,0,488865504.0,32754960920.0,34178.0,3275.4960920000003,29321332.0,16200000.0
838,ALB,BLR,1517.908594,0,0,9448036.0,15126375106.0,1202.0,1512.637511,33225264.0,16200000.0
839,ALB,BLZ,10193.3634,0,0,44421876.0,102000000000.0,2762.0,10152.46795,32131112.0,16200000.0
840,ALB,BMU,7305.366789,0,0,36138988.0,72984000454.0,3617.0,7298.400045,33644332.0,16200000.0
876,ALB,ESP,1931.681936,0,0,13258912.0,19761144400.0,1092.911987,1976.1144399999998,90000000.0,15800000.0
877,ALB,EST,2039.7580269999999,0,0,307040416.0,20418326529.0,15752.50098,2041.8326530000002,96000000.0,16200000.0
884,ALB,GAB,4697.155677000001,0,0,9623016.0,46700208934.0,1214.0,4670.020893,123000000.0,16300000.0
889,ALB,GHA,4373.961898,0,0,251509328.0,39824526938.0,30013.0,3982.4526939999996,147000000.0,17800000.0
895,ALB,GNQ,4407.043789,0,0,71462456.0,43211358577.0,3978.0,4321.135858,580393152.0,16500000.0
896,ALB,GRC,451.41641430000004,0,1,7971396.0,5009285136.0,1692.7667239999998,500.9285136,763036032.0,14600000.0
904,ALB,HRV,552.6648876,0,0,158971264.0,5868909655.0,13662.0,586.8909655,703500288.0,15200000.0
906,ALB,HUN,695.8069026000001,0,0,469106432.0,6882101206.0,34357.0,688.2101206,834821760.0,16400000.0
913,ALB,ISR,1682.9713379999998,0,0,13722675.0,16812275537.0,1114.69397,1681.2275539999998,1464959488.0,16200000.0
930,ALB,LCA,8236.23705,0,0,2495821.25,82233323667.0,2702.0,8223.332367,20175239168.0,16200000.0
936,ALB,MAC,8700.824219,0,0,304739392.0,86993410029.0,16170.99609,8699.341003,24448040960.0,16200000.0
937,ALB,MAR,2493.350393,0,0,471663264.0,25570983805.0,25968.0,2557.09838,24905428992.0,15800000.0
940,ALB,MDV,6758.633579,0,0,35488580.0,67335192818.0,3639.0,6733.519281999999,34651406336.0,16200000.0
951,ALB,MWI,6363.684431000001,0,0,43875132.0,63156896078.0,2791.0,6315.689608,69265915904.0,16300000.0
956,ALB,NGA,3946.619838,0,0,22075650.0,42051564745.0,3068.0,4205.156474,169000000000.0,15200000.0
961,ALB,NRU,14430.93319,0,0,11864935.0,144000000000.0,1325.0,14405.786730000002,747876.0,16200000.0
962,ALB,NZL,17853.9636,0,0,5600000.0,179000000000.0,373.0,17930.79393,802768.0,16100000.0
977,ALB,ROM,684.9103367,0,0,14564917.0,6161670366.0,1136.597046,616.1670366000001,4306736.5,18000000.0
987,ALB,SLV,10539.75107,0,0,506632416.0,105000000000.0,34537.0,10526.43306,6880715.0,16200000.0
988,ALB,SOM,4871.127665,0,0,8142874.5,50619495543.0,1721.4000239999998,5061.949554,7192904.0,15600000.0
997,ALB,SYR,1661.800716,0,0,492701568.0,16907897028.0,26223.0,1690.7897030000001,9983039.0,15900000.0
998,ALB,TCA,8550.062269,0,0,46875968.0,85296083361.0,2821.0,8529.608336,9288757.0,16200000.0
1003,ALB,TKM,3345.861789,0,0,327110624.0,32954685650.0,16590.5332,3295.4685649999997,15954640.0,16400000.0
1007,ALB,TUR,1048.170419,0,0,2686367.25,11108795901.0,2727.0,1110.87959,18521750.0,15300000.0
1011,ALB,UGA,4679.687457,0,0,5900000.0,47378363790.0,388.0,4737.836379,25944020.0,16000000.0
1012,ALB,UKR,1369.845137,0,0,278839232.0,13069704786.0,30365.0,1306.9704789999998,21972248.0,17000000.0
1017,ALB,VCT,8313.755505,0,0,177426416.0,83043610364.0,13753.0,8304.361036,23751072.0,16200000.0
1022,ALB,WSM,16786.17796,0,0,72479888.0,168000000000.0,4012.0,16759.3641,888381.0,16200000.0
1026,ALB,YUG,338.0824704,1,1,10099010.0,3918232080.0,1224.0,391.823208,2198609.0,14000000.0
1072,AND,AZE,3903.9067619999996,0,0,7000000.5,39822243072.0,403.0,3982.224307,3164297.0,15900000.0
1073,AND,BDI,5833.50596,0,0,40361676.0,58198427423.0,3683.0,5819.842742,2819300.0,16200000.0
1082,AND,BLR,2303.1121940000003,0,0,8315755.0,22853322717.0,1750.033325,2285.332272,4626531.0,16300000.0
1090,AND,CAF,4503.61484,0,0,504134240.0,45642717286.0,26483.0,4564.271729,5417145.0,16000000.0
1094,AND,CHN,9136.144369,0,0,2882770.0,97848799705.0,2752.0,9784.879970999998,7259365.0,15100000.0
1099,AND,COL,8458.033906,1,0,299313952.0,84831992430.0,30746.0,8483.199243000001,7301774.0,16100000.0
1104,AND,CYM,8011.657265000001,0,0,333196576.0,80045318190.0,17009.10156,8004.531819,613850.0,16200000.0
1109,AND,DJI,5288.321145,0,0,13030374.0,52826258844.0,1347.0,5282.625884,1428629.0,16200000.0
1116,AND,ESP,519.3864102,1,0,15854828.0,4962957950.0,1158.619019,496.295795,919649.0,16900000.0
1119,AND,FIN,2595.8967850000004,0,0,76413248.0,25222505188.0,4046.0,2522.250519,880965.0,16600000.0
1124,AND,GAB,4817.105184,0,0,26062640.0,47496204667.0,3098.0,4749.620467,648709.0,16400000.0
1130,AND,GIB,923.6544089,1,0,51029120.0,9215690655.0,2853.0,921.5690655,1130983.0,16200000.0
1142,AND,HKG,10049.5435,0,0,10553019.0,100000000000.0,1233.0,10048.33498,1333865.0,16200000.0
1146,AND,HUN,1491.840972,0,0,8600000.0,14814564336.0,420.0,1481.456434,1346965.0,16300000.0
1148,AND,IND,7236.318104999999,0,0,25815982.0,70823563483.0,3123.0,7082.356348,1489041.0,16500000.0
1156,AND,JOR,3239.2601649999997,0,0,13441392.0,32377893982.0,1357.0,3237.789398,3244508.0,16200000.0
1169,AND,LCA,6725.716995999999,0,0,496302944.0,67168567570.0,26745.0,6716.856757,10363302.0,16200000.0
1170,AND,LKA,8521.709670999999,0,0,50400908.0,85307418779.0,2886.0,8530.741878,9370122.0,16200000.0
1171,AND,LSO,8438.232390000001,0,0,11477152.0,84159862764.0,1241.0,8415.986276,6542793.5,16200000.0
1172,AND,LTU,2146.140304,0,0,3175837.75,21923251887.0,2777.0,2192.325189,13898384.0,15800000.0
1174,AND,MAC,10018.33203,0,0,8490035.0,100000000000.0,1778.6666260000002,10014.67665,12889546.0,16200000.0
1175,AND,MAR,1237.9349730000001,0,0,1434435712.0,12757596274.0,412000.0,1275.759627,12724427.0,15700000.0
1177,AND,MDG,8325.898162000001,0,0,133714384.0,82956591541.0,13937.0,8295.659154,13464354.0,16200000.0
1183,AND,MMR,9036.837255,0,0,314800000.0,91232317410.0,17443.76758,9123.231741,14766974.0,16000000.0
1200,AND,OMN,5552.247168,0,0,297774432.0,56008197107.0,31126.0,5600.819711,14214546.0,16000000.0
1204,AND,PHL,11331.91635,0,0,76188520.0,112000000000.0,4080.0,11164.4651,14198518.0,16400000.0
1207,AND,PRK,9351.44433,0,0,16707861.0,93480788565.0,1180.760986,9348.078856999999,18567780.0,16200000.0
1220,AND,SHN,6658.606318,0,0,36561380.0,65403247457.0,3704.0,6540.324746,78649.0,16500000.0
1224,AND,SOM,6092.048982,0,0,532714976.0,62553754153.0,34900.0,6255.3754149999995,119314.0,15800000.0
1243,AND,TUR,2559.968774,0,0,16240189.0,26220823905.0,1203.022949,2622.08239,502770.0,15800000.0
1244,AND,TWN,10353.61385,0,0,35656412.0,103000000000.0,3715.0,10321.032640000001,583056.0,16200000.0
1246,AND,UGA,5583.994965999999,0,0,290970912.0,56224873795.0,31475.0,5622.487379,405693.0,16100000.0
1252,AND,VCT,6805.012003,0,0,76614128.0,67996051763.0,4115.0,6799.605176000001,671813.0,16200000.0
1254,AND,VNM,10158.82628,0,0,7000000.5,95476357847.0,448.0,9547.635784999999,882148.0,17200000.0
1268,ANT,ARM,10930.39138,0,0,331060832.0,110000000000.0,18056.09961,11043.55817,9079980.0,16000000.0
1269,ANT,ATG,829.1225272999999,1,0,1490129408.0,9431189764.0,412000.0,943.1189764000001,8643000.0,14200000.0
1286,ANT,BMU,2202.1786,1,0,553395776.0,22832237109.0,35059.0,2283.223711,10778040.0,15600000.0
1287,ANT,BOL,3396.5504479999995,0,0,25291454.0,31831963910.0,3156.0,3183.196391,11988060.0,17300000.0
1291,ANT,BWA,11005.25996,1,0,8632205.0,110000000000.0,1807.300049,11048.27723,24979680.0,16100000.0
1294,ANT,CHE,7899.119393999999,0,0,2860502.0,80800733023.0,2803.0,8080.073302,23835826.0,15800000.0
1303,ANT,CPV,4756.021890999999,0,0,128418824.0,49128755559.0,14030.0,4912.875556,36005972.0,15700000.0
1306,ANT,CYM,1612.46857,1,0,13167961.0,15530744295.0,1371.0,1553.0744300000001,37414024.0,16800000.0
1311,ANT,DJI,11965.87687,0,0,49918028.0,121000000000.0,2921.0,12070.49411,48349700.0,16000000.0
1316,ANT,ECU,2032.124882,0,0,473800000.0,17334026453.0,27004.0,1733.402645,61299704.0,19000000.0
1335,ANT,GLP,822.0527103,0,0,15229147.0,8884145247.0,1225.410034,888.4145247000001,79039504.0,15000000.0
1336,ANT,GMB,5599.608284,1,0,337352992.0,56686666397.0,18667.46484,5668.6666399999995,77548864.0,16000000.0
1342,ANT,GTM,2459.002511,0,0,13120103.0,23524451860.0,1385.0,2352.445186,100502984.0,16900000.0
1355,ANT,ISL,6741.101753,0,0,538116736.0,68194280464.0,35218.0,6819.428045999999,55997844.0,16000000.0
1357,ANT,ITA,8244.537949,0,0,10292463.0,84070410694.0,1271.0,8407.041068999999,50540664.0,15900000.0
1365,ANT,KNA,1205.8366230000001,1,0,47915436.0,8811596332.0,2952.0,881.1596332,25604452.0,22100000.0
1366,ANT,KOR,14271.964759999999,1,0,1446365952.0,142000000000.0,412000.0,14246.707919999999,27602000.0,16200000.0
1373,ANT,LKA,15851.4129,0,0,438578400.0,160000000000.0,27277.0,15964.856130000002,107357192.0,16100000.0
1376,ANT,LVA,8960.738858,0,0,6300000.0,90633440181.0,465.0,9063.344018000002,190321520.0,16000000.0
1378,ANT,MAR,6580.068520000001,0,0,299918464.0,66222169662.0,31787.0,6622.216966,251914400.0,16100000.0
1385,ANT,MLT,8517.624281999999,1,0,2528099.5,86369294608.0,2829.0,8636.929461,450464480.0,16000000.0
1391,ANT,MUS,14194.312890000001,1,0,73157840.0,142000000000.0,4151.0,14247.6358,829125696.0,16100000.0
1394,ANT,NAM,10066.2383,1,0,8775007.0,101000000000.0,1835.93335,10120.605520000001,1300042496.0,16100000.0
1398,ANT,NIC,1977.791779,0,0,25899670.0,18823927212.0,3190.0,1882.3927210000002,3396364800.0,17000000.0
1403,ANT,NZL,13267.86359,1,0,148542928.0,131000000000.0,14123.0,13080.77892,7522545664.0,16400000.0
1411,ANT,PRK,14001.7866,0,0,145968272.0,141000000000.0,14217.0,14128.85357,18349039616.0,16000000.0
1416,ANT,QAT,12223.13668,0,0,327555200.0,123000000000.0,19278.86523,12344.08979,29000693760.0,16000000.0
1419,ANT,RUS,10386.56687,0,0,71166792.0,99010461302.0,4187.0,9901.046129999999,37066223616.0,17000000.0
1423,ANT,SEN,5526.949154,0,0,2466833.0,55667638041.0,2855.0,5566.763804,44583628800.0,16100000.0
1426,ANT,SLB,14794.91305,0,0,5900000.0,147000000000.0,472.0,14673.63869,59520147456.0,16300000.0
1443,ANT,TJK,12764.49013,0,0,8918441.0,129000000000.0,1864.56665,12874.7712,574174976.0,16000000.0
1459,ANT,VEN,457.67608229999996,0,0,45247052.0,2840126233.0,2981.0,284.0126233,2500001.0,26100000.0
1463,ANT,WSM,11813.596370000001,1,0,1249569408.0,117000000000.0,412000.0,11688.45009,12392862.0,16300000.0
1465,ANT,YUG,8917.860256,0,0,11067194.0,90141066911.0,1286.0,9014.106690999999,7892861.0,16000000.0
1484,ARE,ABW,12773.07971,0,0,304787328.0,127000000000.0,32086.0,12714.92871,87072168.0,16200000.0
1486,ARE,AGO,5939.362467,0,0,530868000.0,57973086275.0,35378.0,5797.308627,80361696.0,16600000.0
1488,ARE,ANT,12579.68053,0,0,14176681.0,126000000000.0,1247.926025,12640.82596,90615984.0,16100000.0
1498,ARE,BGD,3561.5309770000003,0,0,66871696.0,36451781068.0,4223.0,3645.178107,43031036.0,15800000.0
1503,ARE,BLR,3905.914338,0,0,542715200.0,39616668067.0,35539.0,3961.666807,26482194.0,15900000.0
1512,ARE,CAN,11074.93115,0,0,14876012.0,107000000000.0,1270.5780029999999,10749.09504,65744984.0,16700000.0
1513,ARE,CHE,4831.202864,0,0,350271584.0,47531935316.0,19890.30078,4753.193532,54195204.0,16400000.0
1521,ARE,COM,4297.070224,0,0,295505920.0,41984534325.0,32394.0,4198.453433,6336222.5,16600000.0
1532,ARE,DNK,4918.476473,0,0,2536369.0,48436071212.0,2881.0,4843.607121,9028801.0,16400000.0
1541,ARE,FIN,4638.0368,0,0,6200000.0,45695618967.0,482.0,4569.561897,17718124.0,16400000.0
1543,ARE,FLK,13740.863940000001,0,0,162957072.0,136000000000.0,14312.0,13629.770269999999,20919354.0,16300000.0
1544,ARE,FRA,5180.42965,0,0,9217933.0,52395598491.0,1893.199951,5239.559849,23260920.0,16000000.0
1545,ARE,FRO,6127.718129999999,0,0,43688824.0,61284724545.0,3014.0,6128.472454,23596792.0,16200000.0
1550,ARE,GHA,6293.392257,0,0,11414528.0,44144959798.0,1302.0,4414.49598,27060350.0,23100000.0
1566,ARE,HTI,12563.32576,0,0,13951016.0,125000000000.0,1414.0,12519.234690000001,46439760.0,16200000.0
1573,ARE,ISL,6888.304365000001,0,0,24052240.0,69139358741.0,3256.0,6913.935874,53369996.0,16100000.0
1579,ARE,KAZ,3022.5438710000003,0,0,1231485952.0,29311732435.0,412000.0,2931.173243,76392776.0,16700000.0
1583,ARE,KNA,11465.70783,0,0,40930300.0,118000000000.0,3749.0,11767.32357,83062912.0,15800000.0
1593,ARE,LTU,4219.5170100000005,0,0,25556524.0,41232192695.0,3296.0,4123.219269,146341248.0,16600000.0
1597,ARE,MAR,6011.039509,1,0,15027883.0,60219413797.0,1430.0,6021.941379999999,114511040.0,16100000.0
1602,ARE,MKD,3612.6632549999995,0,0,7200000.0,35964912340.0,494.0,3596.4912340000005,152836544.0,16200000.0
1607,ARE,MOZ,5564.039902,0,0,514528288.0,38445105128.0,28040.0,3844.510513,120027216.0,23400000.0
1622,ARE,OMN,360.2071598,1,1,1145806592.0,4389123963.0,412000.0,438.91239630000007,585785920.0,13300000.0
1629,ARE,PRK,6724.994959000001,0,0,136287616.0,67695303494.0,14407.0,6769.530349,1126500480.0,16100000.0
1636,ARE,RUS,3721.569122,0,0,42969832.0,37367345323.0,3760.0,3736.734532,1987357952.0,16100000.0
1646,ARE,SPM,9494.923065,0,0,381652704.0,94777993684.0,20502.77539,9477.799368,12146721792.0,16200000.0
1654,ARE,SYR,2075.420848,1,0,12285556.0,20203070610.0,1319.0,2020.307061,29968287744.0,16600000.0
1658,ARE,TJK,2016.241129,0,0,2545799.75,20717783077.0,2908.0,2071.778308,46937882624.0,15700000.0
1660,ARE,TON,14884.54925,0,0,325409184.0,149000000000.0,32743.0,14947.09245,52178042880.0,16100000.0
1662,ARE,TUN,4443.100135000001,1,0,46809384.0,44025156767.0,3047.0,4402.515677,66472071168.0,16300000.0
1664,ARE,TWN,6581.705089,0,0,545105664.0,67161092137.0,35700.0,6716.109214,71968276480.0,15900000.0
1666,ARE,UGA,3656.277446,0,0,68702456.0,35654283001.0,4259.0,3565.4283,95328468992.0,16600000.0
1669,ARE,USA,12196.14983,0,0,9518873.0,122000000000.0,1921.8333739999998,12210.26217,105000000000.0,16200000.0
1673,ARE,VEN,12726.39208,0,0,8100000.5,126000000000.0,505.0,12554.78945,131000000000.0,16400000.0
1675,ARE,VUT,13053.82418,0,0,16890840.0,132000000000.0,1316.324951,13182.19879,153000000000.0,16000000.0
1692,ARG,ATG,5607.045314,0,0,36897568.0,57632870636.0,3771.0,5763.287064,210648.4688,15700000.0
1698,ARG,BDI,9834.967381,0,0,1048747712.0,95868083192.0,412000.0,9586.808319,378928.7813,16600000.0
1700,ARG,BEN,8050.4229909999995,0,0,581179456.0,78242692752.0,35829.0,7824.269275,303298.8125,16600000.0
1704,ARG,BHR,13444.56989,0,0,73220056.0,133000000000.0,4296.0,13276.396359999999,649461.6875,16400000.0
1711,ARG,BRA,2391.846414,0,1,2792018.25,16745015922.0,2934.0,1674.501592,672878.1875,23100000.0
1726,ARG,COL,4615.471427,1,0,515818432.0,46611581625.0,28272.0,4661.158163,481662.1875,16000000.0
1734,ARG,CZE,11889.49019,0,0,50333636.0,118000000000.0,3069.0,11811.11218,386089.8125,16300000.0
1741,ARG,DZA,10171.67015,0,0,27030002.0,102000000000.0,3330.0,10174.66691,1202512.5,16200000.0
1746,ARG,ESP,10079.656790000001,1,0,17425846.0,100000000000.0,1444.0,10041.189390000001,3949319.5,16200000.0
1750,ARG,FJI,11587.90862,0,0,13414634.0,116000000000.0,1337.0,11627.25677,5464506.0,16100000.0
1758,ARG,GEO,13501.655830000002,0,0,372785920.0,135000000000.0,33059.0,13474.77649,5821431.0,16200000.0
1760,ARG,GIB,9620.50007,1,0,84275952.0,95940206506.0,4333.0,9594.020651,5785716.5,16200000.0
1771,ARG,GUY,4441.70903,0,0,198401184.0,46044148901.0,14600.0,4604.41489,24216156.0,15600000.0
1777,ARG,HUN,11973.1675,0,0,502725984.0,119000000000.0,21725.82227,11932.602859999999,53660988.0,16200000.0
1787,ARG,JOR,12429.66467,0,0,1085767296.0,123000000000.0,412000.0,12305.7037,256034688.0,16300000.0
1794,ARG,KNA,5921.4513,0,0,18522818.0,57903262003.0,1339.438965,5790.3262,259084944.0,16500000.0
