,iso_o,iso_d,Distw,Comlang,Contig,GDP_d,GDP_o,POP_o,Pop_d,Remotenss,Trade Flow
0,2SICIL,AUTHUN,,0,0,,8370661796,3605.399902,837.0661796,0,20161036
1,2SICIL,BEL,,0,0,,13496824298,1077.427124,1349.68243,0,27622200
2,2SICIL,CHL,,0,0,,1.20E+11,2627.580078,11978.67248,0,47486092
3,2SICIL,ESP,,0,0,,15148527637,2319.700684,1514.852764,0,19973822
4,2SICIL,FRA,,0,0,,12917940853,305.6333313,1291.794085,0,13532721
5,2SICIL,GBR,,0,0,216131952,16173947966,27249,1617.394797,0,88293296
6,2SICIL,GBRIND,,0,0,,57886174105,3652,5788.61741,0,203597424
7,2SICIL,GRC,,0,0,,8730551166,1476.599976,873.0551166,0,377460000
8,2SICIL,NLD,,0,0,,14652114322,1406.43335,1465.211432,0,394534080
9,2SICIL,PRT,,0,0,,20067769168,573.7333374,2006.776917,0,360519936
10,2SICIL,TUN,,0,0,,5713401012,3990.899902,571.3401012,0,482131104
11,2SICIL,USA,,0,0,,82736201901,400.5333252,8273.62019,0,552172480
12,ABW,AFG,13168.22376,0,0,,1.32E+11,2260.033447,13240.409,16100000,380520608
13,ABW,AGO,9587.315563,0,0,39475852,94991276935,2561,9499.127693,16300000,547703872
14,ABW,ALB,9091.575727,0,0,,90805461159,223.8600006,9080.546116,16200000,1273256832
15,ABW,ANT,239.9063803,1,0,,1279712446,102.3000031,127.9712446,30300000,891804032
16,ABW,ARE,12773.07971,0,0,11253629,1.27E+11,903.8070068,12714.92871,16200000,647098368
17,ABW,ARG,5187.78757,0,0,,53831212352,666.0666504,5383.121235,15600000,822447936
18,ABW,ARM,11106.95838,0,0,,1.11E+11,9430,11096.85625,16200000,1361385600
19,ABW,ATG,1011.00265,1,0,,10175024823,71.8666687,1017.502482,16100000,2203138560
20,ABW,AUS,15670.45895,1,0,1500000,1.52E+11,328,15223.60116,16600000,2282002688
21,ABW,AUT,8632.970803,0,0,,87090358090,3486,8709.035809,16000000,2205242368
22,ABW,AZE,11421.97885,0,0,,1.15E+11,773.166687,11488.46031,16100000,2995200512
23,ABW,BDI,11138.7448,0,0,,1.11E+11,214967.2969,11107.97135,16200000,1363619712
24,ABW,BEL,7843.255154,1,0,,78380701308,1371.300049,7838.070131,16200000,184813056
25,ABW,BEN,7915.637507,0,0,,79583065838,23.03333282,7958.306584,16100000,2671828992
26,ABW,BFA,7348.568278,0,0,,74145180151,59194.83203,7414.518015,16000000,1016810624
27,ABW,BGD,15486.15953,0,0,,1.55E+11,509.8999939,15458.81113,16200000,436170240
28,ABW,BGR,9471.462071,0,0,,93372193100,3409.780029,9337.21931,16400000,382765856
29,ABW,BHR,12296.98976,0,0,,1.23E+11,859.4000244,12286.87701,16200000,2825000
30,ABW,BHS,1634.515002,1,0,410018720,15916475363,32727,1591.647536,16600000,3192000
31,ABW,BIH,8888.420461,0,0,,89198329954,5311.892578,8919.832995,16100000,3286413
32,ABW,BLR,9417.682534,0,0,,93703133717,2046.666626,9370.313372,16300000,3343720
33,ABW,BLZ,2062.071408,1,0,18923410,20253267536,2816,2025.326754,16500000,3921109
34,ABW,BMU,2275.43243,1,0,,22631816650,4382.833496,2263.181665,16300000,4549264
35,ABW,BOL,3366.75844,0,0,,32334327726,2465,3233.432773,16800000,4161043
36,ABW,BRA,4431.571175,0,0,,47501978792,451.7000122,4750.197879,15100000,3283479
37,ABW,BRB,1127.651754,1,0,,11320295078,7107.779785,1132.029508,16100000,3521167
38,ABW,BRN,18042.74867,0,0,,1.80E+11,6819.700195,18002.5569,16200000,4675769
39,ABW,BWA,11178.82604,1,0,,1.12E+11,1161.180054,11176.09335,16200000,3756640
40,ABW,CAF,9729.200739,0,0,388485408,97530125307,23275,9753.012531,16100000,4619425
41,ABW,CAN,4316.013141,1,0,,36968702478,31230.50195,3696.870248,18900000,10015833
42,ABW,CHE,8074.210134,0,0,,81309490657,7612,8130.949066,16100000,8656423
43,ABW,CHL,5093.852148,0,0,,51119554311,2125.580078,5111.955431,16100000,5194800
44,ABW,CHN,14590.92433,0,0,,1.50E+11,21103,15000.15364,15700000,4512430
45,ABW,CIV,7194.49568,0,0,,72784138384,400390.5313,7278.413838,16000000,4620693
46,ABW,CMR,8947.10412,1,0,,89990270628,343.7000122,8999.027063,16100000,4930364
47,ABW,COD,10139.7734,0,0,,96096529454,6837.833496,9609.652945,17100000,4635728
48,ABW,COG,9476.891102,0,0,,96031624871,654.5,9603.162487,16000000,4431332
49,ABW,COL,929.5887088,0,0,,9853410009,352.1600037,985.3410009,15300000,5011270
50,ABW,COM,12838.99854,0,0,,1.28E+11,2125,12782.828,16200000,4833715
51,ABW,CPV,4961.886208,0,0,,50244547340,2841.179932,5024.454734,16000000,4016296
52,ABW,CRI,1572.262919,0,0,,15584553084,6764.899902,1558.455308,16300000,2883900
53,ABW,CUB,1485.847517,0,0,9095833,17589958117,1255,1758.995812,13700000,2476657
54,ABW,CUW,,1,0,,1279712446,1163.93335,127.9712446,0,2609000
55,ABW,CYP,10398.70097,0,0,,1.04E+11,917.1400146,10390.97991,16200000,2635000
56,ABW,CZE,8638.35465,0,0,,85499407322,11026.59961,8549.940732,16300000,2452000
57,ABW,CZSK,,0,0,7095988,85499407322,1079,8549.940732,0,3447000
58,ABW,DEU,8231.708192,0,0,,84629139882,100,8462.913988,15700000,3234000
59,ABW,DJI,12175.09079,0,0,,1.22E+11,1447.266724,12172.02592,16200000,3543000
60,ABW,DMA,984.1060054,1,0,,9832682831,4796.833496,983.2682831,16200000,3220000
61,ABW,DNK,8331.91737,0,0,,83986161998,64.66666412,8398.6162,16000000,2837000
62,ABW,DOM,699.2701453,0,0,,6614160248,18995.80078,661.4160248,17100000,2436000
63,ABW,DZA,7710.016822,0,0,,76948962230,191.3000031,7694.896223,16200000,2785000
64,ABW,ECU,1873.770441,0,0,,16987654647,2841.179932,1698.765465,17800000,5357000
65,ABW,EDEU,,0,0,,84629139882,185.1666718,8462.913988,0,6846000
66,ABW,EGY,10362.26581,1,0,,1.04E+11,4593.700195,10369.64738,16200000,5593000
67,ABW,ESP,7186.835199,0,0,93986280,71113517620,12784,7111.351762,16300000,6300000
68,ABW,EST,9140.628731,0,0,,90780349396,4368.240234,9078.03494,16300000,7200000
69,ABW,ETH,11800.58829,0,0,,1.18E+11,212.6000061,11791.16523,16200000,12000000
70,ABW,FIN,9056.373468,0,0,,90744380737,1841.169678,9074.438074,16100000,13000000
71,ABW,FJI,12718.23779,1,0,185581600,1.27E+11,12250.90527,12684.11434,16200000,30000000
72,ABW,FLK,7245.113194,1,0,,72359591601,625.8599854,7235.95916,16200000,39000000
73,ABW,FRA,7716.751837,0,0,,76778252204,560.793335,7677.82522,16300000,45000000
74,ABW,FRO,7411.007625,0,0,,74032935535,1063.099976,7403.293553,16200000,46000000
75,ABW,GAB,8929.760926,0,0,,88571222177,10314.66016,8857.122218,16300000,41000000
76,ABW,GBR,7480.796475,1,0,,75353271030,2065,7535.327103,16100000,45000000
77,ABW,GEO,10965.28105,0,0,,1.10E+11,324.8599854,11041.87253,16100000,63000000
78,ABW,GHA,7620.655882,1,0,,96599632932,72.96666718,9659.963293,12800000,65000000
79,ABW,GIB,6930.323545,1,0,,69271060682,31.5,6927.106068,16200000,66000000
80,ABW,GIN,6247.763074,0,0,,61499028608,275.5333252,6149.902861,16400000,65000000
81,ABW,GLP,999.6448754,0,0,,9748070565,1310,974.8070565,16600000,63000000
82,ABW,GMB,5805.389842,1,0,,57816949482,2511.06665,5781.694948,16200000,64642884
83,ABW,GNB,5917.131878,0,0,39217220,59099480985,3432,5909.948099,16200000,69642888
84,ABW,GNQ,8801.053465,0,0,,87037722562,1689.579956,8703.772256,16400000,68571456
85,ABW,GRC,9457.369695,0,0,,94783431509,5143.299805,9478.343151,16100000,21464296
86,ABW,GRD,902.1114632,1,0,,9018441881,740.5666504,901.8441881,16200000,29228584
87,ABW,GRL,6174.272165,0,0,,59167263857,36.06666565,5916.726386,16900000,17392864
88,ABW,GTM,2252.725525,0,0,,22271168030,1173.06665,2227.116803,16400000,21535724
89,ABW,GUF,2061.801391,0,0,,21194091709,2130.52002,2119.409171,15700000,23857154
90,ABW,GUY,1463.903271,1,0,,14477012903,2053.333252,1447.70129,16400000,19071436
91,ABW,HKG,16132.21411,1,0,9418920,1.61E+11,1265,16118.85133,16200000,21035724
92,ABW,HND,1921.080462,0,0,,18668374039,5234.200195,1866.837404,16600000,26714298
93,ABW,HRV,8740.688607,0,0,,87073626651,2130,8707.362665,16200000,25321440
94,ABW,HTI,741.588724,0,0,,7125324735,1326,712.5324735,16800000,25035726
95,ABW,HUN,8940.499546,0,0,,89173121251,759.9333496,8917.312125,16200000,29821442
96,ABW,IDN,19054.8475,0,0,,1.92E+11,279.4666748,19232.31305,16000000,24046172
97,ABW,IND,14750.65835,1,0,,1.46E+11,1376.199951,14646.39729,16300000,35875028
98,ABW,IRL,7123.465476,1,0,,71657667879,2270.466553,7165.766788,16100000,34118360
99,ABW,IRN,11939.98329,0,0,,1.19E+11,403240.0313,11864.05977,16300000,35246280
100,ABW,IRQ,11443.27222,0,0,,1.14E+11,351.7999878,11408.23759,16200000,41050908
101,ABW,ISL,6857.101181,0,0,,68217969751,2558.93335,6821.796975,16300000,49876036
102,ABW,ISR,10642.41798,1,0,,1.06E+11,75.53333282,10623.48721,16200000,64905720
103,ABW,ITA,8427.789375,0,0,,84690826784,100,8469.082678,16100000,98619152
104,ABW,JAM,977.9513464,1,0,,93757822595,3504,9375.782259,1690000,101646384
105,ABW,JOR,10735.07689,1,0,,1.07E+11,3685,10730.25988,16200000,166022400
106,ABW,JPN,13944.01009,0,0,,1.38E+11,1863.765381,13811.27098,16300000,179929600
107,ABW,KAZ,12272.96734,0,0,,1.30E+11,2077,12960.0469,15300000,140366192
108,ABW,KEN,11902.33997,1,0,386408256,1.19E+11,23560,11867.54731,16200000,205405824
109,ABW,KGZ,12931.07989,0,0,,1.29E+11,198.1999969,12882.0173,16200000,288501600
110,ABW,KHM,17255.06311,0,0,,1.73E+11,1098.400024,17281.39912,16100000,354222144
111,ABW,KNA,1383.822179,1,0,,9476433549,626.8400269,947.6433549,23600000,405292480
112,ABW,KOR,14259.76646,1,0,,1.42E+11,663,14169.76213,16300000,480939520
113,ABW,KWT,11920.18922,1,0,,1.19E+11,104.1999969,11904.01095,16200000,475893824
114,ABW,LAO,16573.99447,0,0,,1.65E+11,355.0400085,16530.2732,16200000,441832480
115,ABW,LBN,10634.89953,1,0,,1.06E+11,215833.5625,10621.41107,16200000,376572736
116,ABW,LBR,6573.055802,1,0,413936128,65223959299,32917,6522.39593,16300000,313306624
117,ABW,LBY,8900.734592,0,0,,86304488041,1088.488159,8630.448804,16700000,222057168
118,ABW,LCA,989.2424757,1,0,,9938161460,1480.733276,993.816146,16100000,144236816
119,ABW,LKA,16049.49704,0,0,,1.60E+11,224.8399963,16045.18593,16200000,132402912
120,ABW,LSO,11425.87952,1,0,,1.14E+11,2862.919922,11404.23231,16200000,107182272
121,ABW,LTU,9122.045166,0,0,,92120111181,453.7999878,9212.011118,16000000,170812928
122,ABW,LVA,9111.285723,0,0,,90919476872,3619.600098,9091.947687,16200000,504775296
123,ABW,MAC,16137.8877,0,0,,1.61E+11,4371.560059,16138.43256,16200000,76008040
124,ABW,MAR,6777.430812,0,0,97653640,67005366098,12869,6700.53661,16400000,115937472
125,ABW,MDA,9653.516884,0,0,,96575291886,3428.320068,9657.529189,16200000,91200800
126,ABW,MDG,13328.06937,0,0,,1.33E+11,6873.666504,13325.24582,16200000,101128512
127,ABW,MDV,15591.32508,0,0,,1.56E+11,31263.57031,15580.17884,16200000,100413544
128,ABW,MEX,3516.020819,0,0,,31991997027,400.4666748,3199.199703,17800000,83160320
129,ABW,MKD,9217.800481,0,0,,91999023967,7683,9199.902397,16200000,103307848
130,ABW,MLI,6799.604263,0,0,,67149317376,23.46666718,6714.931738,16400000,64616828
131,ABW,MLT,8711.659522,1,0,,87103029623,21239,8710.302962,16200000,64559956
132,ABW,MMR,16303.35783,0,0,,1.64E+11,19153.60352,16418.93633,16100000,140580400
133,ABW,MNG,13300.45707,0,0,,1.33E+11,7187.319824,13288.17715,16200000,166584896
134,ABW,MOZ,12049.37915,0,0,,1.23E+11,65.33333588,12259.97779,15900000,211199232
135,ABW,MRT,5932.266213,0,0,,58147594372,1170.920044,5814.759437,16500000,226090592
136,ABW,MTQ,998.6533545,0,0,,9965593500,4416.666504,996.55935,16200000,226896496
137,ABW,MUS,14382.70149,1,0,,1.44E+11,6856.799805,14375.23465,16200000,283466592
138,ABW,MWI,11885.31188,1,0,,1.18E+11,2351.657959,11806.74826,16300000,315329024
139,ABW,MYS,18042.02103,0,0,,1.80E+11,515.5999756,18048.92914,16200000,358239776
140,ABW,NAM,10238.19805,1,0,37515112,1.02E+11,3452,10248.47415,16200000,322472288
141,ABW,NCL,13994.36711,0,0,,1.40E+11,4006.600098,13956.00206,16200000,349187008
142,ABW,NER,8090.482295,0,0,,77854970553,780.333313,7785.497055,16800000,425717120
143,ABW,NGA,8276.090847,1,0,,80599475527,4650.799805,8059.947553,16600000,446538432
144,ABW,NIC,1764.174891,0,0,,17616261704,59827.66797,1761.62617,16200000,993377.5
145,ABW,NLD,7908.407444,1,0,,78880583104,564.0495605,7888.05831,16200000,836966
146,ABW,NOR,8240.808438,0,0,182001296,82929001771,12580.58984,8292.900177,16100000,1178571.5
147,ABW,NPL,14806.04562,0,0,,1.48E+11,10349.04004,14813.49726,16200000,915371.3125
148,ABW,NRU,13620.22922,1,0,,1.36E+11,36.93333435,13599.04222,16200000,1088101
149,ABW,NZL,13079.86588,1,0,,1.30E+11,4815.666504,13018.37549,16300000,956774.3125
150,ABW,OMN,13071.64101,0,0,,1.31E+11,1499.400024,13136.18454,16100000,1003802.25
151,ABW,PAK,13748.6644,1,0,,1.38E+11,216.3999939,13772.53361,16100000,1111423.75
152,ABW,PAN,1182.385733,0,0,,11098325755,36,1109.832576,17200000,1246882.75
153,ABW,PER,2758.857643,0,0,,28383473605,325.8399963,2838.34736,15700000,949367.0625
154,ABW,PHL,16868.51916,1,0,,1.68E+11,192.3333282,16766.94249,16300000,705108.0625
155,ABW,PNG,15932.05114,1,0,,1.59E+11,11112.40039,15945.4165,16200000,489339.375
156,ABW,POL,8884.096646,0,0,,89809259039,923.1599731,8980.925904,16000000,931732.625
157,ABW,PRK,13996.79206,0,0,38885004,1.41E+11,2585,14055.0719,16100000,924869
158,ABW,PRT,6626.685056,0,0,,66270680907,313.8666687,6627.068091,16200000,918005.4375
159,ABW,PRY,4436.560162,0,0,,44114234851,9435,4411.423485,16300000,1003928.438
160,ABW,PYF,9363.776092,0,0,228182800,93449950216,27540,9344.995022,16200000,969409.75
161,ABW,QAT,12418.48877,0,0,,1.24E+11,2862.919922,12419.02055,16200000,711675.3125
162,ABW,REU,14168.52001,0,0,19550126,1.42E+11,2837,14161.06771,16200000,1060752.125
163,ABW,ROM,9448.061215,0,0,6771824.5,95154558291,1093,9515.455829,16100000,1695607.75
164,ABW,RUS,10523.26535,0,0,,99278270786,5334.163086,9927.827079,17100000,1206790.75
165,ABW,RWA,11138.65365,1,0,,1.12E+11,6818.600098,11153.65962,16200000,1407318.125
166,ABW,SAU,11731.10983,0,0,,1.20E+11,73.1333313,12009.68027,15800000,1069723
167,ABW,SDN,10934.82221,0,0,,1.09E+11,2632.52002,10942.27022,16200000,741656.375
168,ABW,SEN,5733.223384,0,0,,56782068318,879.5999756,5678.206832,16300000,830121.5625
169,ABW,SGP,18355.23261,1,0,,1.83E+11,684.9333496,18338.58179,16200000,952787.25
170,ABW,SLB,14593.49465,0,0,,1.46E+11,1709.52002,14555.18907,16200000,711881.9375
171,ABW,SLE,6281.981129,1,0,,62157902369,584.2666626,6215.790237,16300000,923933.6875
172,ABW,SLV,2081.71471,0,0,,20777951302,2488,2077.79513,16200000,1342118.125
173,ABW,SOM,12607.73357,0,0,,1.27E+11,1435.06665,12703.06595,16100000,927492
174,ABW,SPM,4035.538593,0,0,11045832,40243957116,924.0269775,4024.395712,16200000,761730.625
175,ABW,STP,8558.069203,0,0,1700000,85581391793,326,8558.139179,16200000,1705488.375
176,ABW,SUR,1873.901373,1,0,,17910463903,4707.899902,1791.04639,16900000,1832036
177,ABW,SVK,8902.04922,0,0,,87647033913,220.1999969,8764.703391,16400000,2060470.25
178,ABW,SVN,8617.865149,0,0,,85911467329,2135,8591.146733,16200000,2358633.25
179,ABW,SWE,8587.527722,0,0,1900000,87058102799,326,8705.81028,16000000,2110372.5
180,ABW,SWZ,11750.85047,0,0,,1.17E+11,3521,11724.92084,16200000,1965670
181,ABW,SYC,13976.95202,1,0,,1.40E+11,6909.5,13967.66012,16200000,2512702
182,ABW,SYR,10724.00784,0,0,,1.07E+11,4834.5,10704.97581,16200000,2605080.75
183,ABW,TCD,9341.912636,0,0,,91970468024,2884.659912,9197.046802,16400000,2161662.75
184,ABW,TGO,7805.199688,0,0,,78299550115,225.8200073,7829.955012,16100000,1865245.25
185,ABW,THA,16932.43068,0,0,,1.69E+11,779.2999878,16913.061,16200000,1817174.125
186,ABW,TJK,12918.99403,0,0,,1.29E+11,100,12907.7174,16200000,2263915.75
187,ABW,TKM,12265.08232,0,0,11148161,1.23E+11,944.4899902,12252.0112,16200000,2190977
188,ABW,TON,12052.02963,0,0,,1.21E+11,199.5,12058.06998,16200000,1495247.5
189,ABW,TTO,960.614341,1,0,,9505932432,31296.67383,950.5932432,16300000,1336292.875
190,ABW,TUN,8334.207951,0,0,,83129764057,359.8999939,8312.976406,16200000,1946971.625
191,ABW,TUR,10126.41731,0,0,,1.02E+11,10383.41992,10186.10434,16100000,3066911.25
192,ABW,TUV,12533.82089,0,0,,1.25E+11,594.7999878,12453.61838,16300000,3302149
193,ABW,TWN,15771.77413,0,0,,1.57E+11,2511,15651.88699,16300000,3626793.75
194,ABW,TZA,11986.51587,0,0,232957184,1.23E+11,27807,12261.00399,15800000,4331447
195,ABW,UGA,11347.05682,1,0,,1.14E+11,2088,11368.96752,16100000,4760479
196,ABW,UKR,9909.713044,0,0,,96677593630,2280.899902,9667.759363,16600000,5908183.5
197,ABW,URY,5392.856434,0,0,,54701656170,521.2999878,5470.165617,15900000,6097804
198,ABW,USA,3859.885423,1,0,6984199.5,27730159769,1108,2773.015977,22500000,6357285.5
199,ABW,USSR,,0,0,,99278270786,322.1000061,9927.827079,0,9600798
200,ABW,UZB,12713.7855,0,0,,1.27E+11,1343,12718.79739,16200000,9790419
201,ABW,VCT,953.5869628,1,0,,9579387571,106.0999985,957.9387571,16100000,10595535
202,ABW,VEN,437.7823585,0,0,,4074050215,3717,407.4050215,17400000,18132998
203,ABW,VNM,17039.93475,0,0,,1.63E+11,627.8200073,16257.86344,17000000,26607154
204,ABW,VUT,13796.53126,1,0,373004000,1.37E+11,23847,13749.34828,16200000,39035732
205,ABW,WDEU,,0,0,,81411815575,60460.5,8141.181558,0,33678588
206,ABW,WSM,11605.07995,1,0,,1.16E+11,6872.299805,11579.64419,16200000,43392876
207,ABW,YEM,12205.73349,0,0,,1.21E+11,216703.3281,12145.28576,16300000,38357160
208,ABW,YUG,9097.524951,0,0,,90689783583,1180.660034,9068.978358,16200000,34500016
209,ABW,ZAF,11325.09004,1,0,,1.14E+11,11198.2002,11413.32867,16000000,40571448
210,ABW,ZMB,11237.00208,1,0,,1.13E+11,4450.5,11250.15374,16200000,40857160
211,ABW,ZWE,11528.00564,1,0,,1.16E+11,2606.800049,11583.48884,16100000,45500020
212,ADEN,AGO,,0,0,,42552710413,929.1799927,4255.271041,0,44357164
213,ADEN,ANT,,1,0,,1.22E+11,7755,12223.26609,0,44035732
214,ADEN,ARE,,1,0,9787097,16292641138,1270,1629.264114,0,47750020
215,ADEN,ARG,,0,0,,1.20E+11,2060,12026.04127,0,52750024
216,ADEN,AUS,,1,0,,1.23E+11,357.9200134,12278.15176,0,58535740
217,ADEN,AUSVIC,,1,0,,1.17E+11,78.09999847,11739.42245,0,79571464
218,ADEN,AUT,,0,0,,47451595911,21376,4745.159591,0,76832176
219,ADEN,AUTHUN,,0,0,,47455029592,1133.699951,4745.502959,0,82789320
220,ADEN,BDI,,0,0,,24937052526,74.40000153,2493.705253,0,88052584
221,ADEN,BEL,,0,0,,55959044558,9440,5595.904456,0,119470936
222,ADEN,BEN,,0,0,,47179452094,2637.459961,4717.945209,0,139156704
223,ADEN,BGD,,0,0,,49180418632,567.3057251,4918.041863,0,193988912
224,ADEN,BGR,,0,0,,39283473782,1463.699951,3928.347378,0,209378416
225,ADEN,BHR,,1,0,,16055920229,283.3999939,1605.592023,0,223015072
226,ADEN,BHS,,1,0,36210768,1.25E+11,3472,12485.09772,0,327418432
227,ADEN,BLZ,,1,0,,1.39E+11,3633.800049,13874.25508,0,598287616
228,ADEN,BMU,,1,0,,1.10E+11,406109.8125,11039.38215,0,441769024
229,ADEN,BOL,,0,0,,1.28E+11,899.7999878,12845.04916,0,353978784
230,ADEN,BRA,,0,0,,1.07E+11,4374.879883,10736.93238,0,430470752
231,ADEN,BRB,,1,0,,1.12E+11,400.3999939,11224.97394,0,481257856
232,ADEN,BRN,,0,0,191300992,77120929400,12906.41602,7712.09294,0,557657536
233,ADEN,CAF,,0,0,,30508750515,703.7999878,3050.875052,0,656675904
234,ADEN,CAN,,1,0,,1.12E+11,1514.199951,11239.27953,0,753570880
235,ADEN,CHE,,0,0,,51225223113,40.5,5122.522311,0,804237696
236,ADEN,CHL,,0,0,,1.32E+11,1522.199951,13158.50058,0,1278248192
237,ADEN,CIV,,0,0,,54423698421,4022.300049,5442.369842,0,1596334592
238,ADEN,CMR,,1,0,,38122089786,326.8200073,3812.208979,0,1878726400
239,ADEN,COD,,0,0,86072168,37922983434,12955,3792.298343,0,1169249152
240,ADEN,COG,,0,0,,37935656822,37.79999924,3793.565682,0,1501700480
241,ADEN,COL,,0,0,,1.30E+11,3446.860107,13017.89192,0,1555068928
242,ADEN,CPV,,0,0,,73735381375,205.1000061,7373.538138,0,1937988992
243,ADEN,CRI,,0,0,,1.39E+11,1099.549072,13854.82349,0,2337383168
244,ADEN,CUB,,0,0,,1.30E+11,787.5,13038.32823,0,1941576704
245,ADEN,CYM,,1,0,,1.31E+11,19312.71484,13148.4721,0,2212488448
246,ADEN,CYP,,0,0,39520748,27521181160,2610,2752.118116,0,2117821056
247,ADEN,CZSK,,0,0,,49941973297,2884.659912,4994.19733,0,2104143872
248,ADEN,DEU,,0,0,,52375632955,5356.433594,5237.563296,0,2377302016
249,ADEN,DJI,,1,0,,2402982770,2135.459961,240.298277,0,3163776768
250,ADEN,DMA,,1,0,,1.13E+11,455.8999939,11339.06975,0,2836989952
251,ADEN,DNK,,0,0,,55279188042,2383.615234,5527.918804,0,2119192448
252,ADEN,DOM,,0,0,20349462,1.21E+11,2855,12086.52639,0,2796483072
253,ADEN,DZA,,1,0,,49353780841,5325.100098,4935.378084,0,5119660544
254,ADEN,ECU,,0,0,,1.36E+11,23.89999962,13640.17991,0,4396790784
255,ADEN,EGY,,1,0,,23873578030,1886.361084,2387.357803,0,4899958272
256,ADEN,ESP,,0,0,,56396702043,1381.099976,5639.670204,0,5264686592
257,ADEN,ETH,,0,0,,8026432989,1182.199951,802.6432989,0,6557675008
258,ADEN,FIN,,0,0,,55213128146,66,5521.312815,0,11684883456
259,ADEN,FJI,,1,0,,1.50E+11,671.5,14998.97729,0,16507102208
260,ADEN,FLK,,1,0,,1.20E+11,6893.899902,12004.30888,0,19620782080
261,ADEN,FRA,,0,0,442049920,55973716119,33108,5597.371612,0,36152037376
262,ADEN,GAB,,0,0,,41557283667,7266.859863,4155.728367,0,24753637376
263,ADEN,GBR,,1,0,,58988920421,1729.459961,5898.892042,0,32467046400
264,ADEN,GBRIND,,1,0,,37658582307,108,3765.858231,0,37321572352
265,ADEN,GBRSOM,,1,0,,2599754138,2066.666748,259.9754138,0,42459779072
266,ADEN,GHA,,1,0,,30726998559,4853.333496,3072.699856,0,42395136000
267,ADEN,GLP,,0,0,,1.14E+11,24.33333397,11351.49632,0,37543239680
268,ADEN,GMB,,1,0,,66532508217,935.2000122,6653.250822,0,2960715.75
269,ADEN,GNB,,0,0,,65678190133,4038,6567.819013,0,5267859.5
270,ADEN,GRC,,0,0,,35066589366,3750,3506.658937,0,9985718
271,ADEN,GRD,,1,0,,1.15E+11,2654.666748,11480.45426,0,810714.625
272,ADEN,GRL,,0,0,,90549189972,10417.7998,9054.918997,0,471428.7813
273,ADEN,GTM,,0,0,,1.43E+11,212,14252.10203,0,575000.25
274,ADEN,GUY,,1,0,,1.13E+11,1169,11256.87307,0,514285.9375
275,ADEN,HKG,,1,0,,73490034745,6926,7349.003474,0,1271429.125
276,ADEN,HND,,0,0,,1.40E+11,2140,13965.31462,0,2357144
277,ADEN,HTI,,0,0,,1.23E+11,1545,12317.50148,0,2792858.5
278,ADEN,HUN,,0,0,,45523814519,75.66666412,4552.381452,0,2596429.75
279,ADEN,IDN,,0,0,,71443905840,6945.333496,7144.390584,0,3375001.5
280,ADEN,IND,,1,0,389958176,30482354243,24139,3048.235424,0,3903470
281,ADEN,IRL,,1,0,,63619594307,1547.666626,6361.959431,0,6950422.5
282,ADEN,IRN,,0,0,445800672,26283544205,33300,2628.35442,0,6905006
283,ADEN,IRQ,,1,0,,22870747600,458,2287.07476,0,8509515
284,ADEN,ISL,,0,0,10113698,76239124738,1273,7623.912474,0,13547322
285,ADEN,ISR,,1,0,,23863263519,31329.8125,2386.326352,0,13347801
286,ADEN,ITA,,0,0,,45104499974,1190.400024,4510.449997,0,19999562
287,ADEN,ITAEAFRI,,0,0,,11947885557,798.666687,1194.788556,0,36113300
288,ADEN,JAM,,1,0,,29536006170,2100,2953.600617,0,42717424
289,ADEN,JOR,,1,0,,23256231489,4484.333496,2325.623149,0,43238600
290,ADEN,JPN,,0,0,,95953377446,217576.5781,9595.337745,0,62122620
291,ADEN,KEN,,1,0,,18066207441,409000,1806.620744,0,50834220
292,ADEN,KHM,,0,0,,64966237705,45,6496.623771,0,104492664
293,ADEN,KOR,,1,0,,84425232021,11284,8442.523202,0,140688576
294,ADEN,KWT,,1,0,,18703987085,2534,1870.398708,0,169573680
295,ADEN,LAO,,0,0,,61771868813,287.3333435,6177.186881,0,172002400
296,ADEN,LBN,,1,0,,25381331279,1191.333374,2538.133128,0,174224432
297,ADEN,LBR,,1,0,,61530206996,80.66666412,6153.0207,0,173914816
298,ADEN,LBY,,1,0,,39299511130,4378.200195,3929.951113,0,171129328
299,ADEN,LCA,,1,0,,1.13E+11,21513,11338.66298,0,216878304
300,ADEN,LKA,,0,0,2200000,38655972737,330,3865.597274,0,156885040
301,ADEN,MAC,,0,0,,72874924504,1908.956665,7287.49245,0,166245376
302,ADEN,MAR,,1,0,,57811322428,1492.333374,5781.132243,0,206473088
303,ADEN,MDG,,0,0,11122242,35338779069,965.1729736,3533.877907,0,139470976
304,ADEN,MEX,,0,0,247163488,1.47E+11,28045,14702.27948,0,97078616
305,ADEN,MLI,,0,0,,57409591702,330.3333435,5740.95917,0,70116984
306,ADEN,MLT,,1,0,,39897193007,5378.704102,3989.719301,0,94533488
307,ADEN,MMR,,0,0,,55004441465,1364,5500.444147,0,114640544
308,ADEN,MOZ,,0,0,,22696568306,5416,2269.656831,0,150929232
309,ADEN,MRT,,0,0,,65352088531,38.66666794,6535.208853,0,196424848
310,ADEN,MUS,,1,0,94319656,39086184572,13041,3908.618457,0,158139104
311,ADEN,MWI,,1,0,,32227701400,66.66666412,3222.77014,0,168956176
312,ADEN,MYS,,0,0,,63176213693,4765,6317.621369,0,170320752
313,ADEN,NER,,0,0,,46422939756,605.333313,4642.293976,0,246213360
